SsOH,C1SP2,minHBa,maxssO,ALogP,ATSc1,ATSc3,ATSc5,BCUTc-1l,BCUTc-1h,BCUTp-1h,mindssC,minsssN,hmin,LipoaffinityIndex,MAXDP2,ETA_BetaP_s,nHBAcc,nBondsD2,nsssCH,bianhua
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.7267941920849113,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.7162649592063446,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.7057357263277781,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.6952064934492115,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.684677260570645,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.6741480276920784,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.6636187948135122,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.6530895619349455,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.642560329056379,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
3.552713678800501e-15,0.0,0.0,-1.7763568394002505e-15,-1.6320310961778124,0.0,0.0,0.0,-1.1102230246251565e-16,1.3877787807814457e-17,1.7763568394002505e-15,1.1102230246251565e-16,0.0,-5.551115123125783e-17,-1.7763568394002505e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,0.0,5.6234612
